80.87385323	123.8587362	38.55503914	122.7450188
82.3497810	169.8304049	41.62858314	166.0691382
92.99716996	150.6336083	52.34124945	147.677993
96.35314684	109.7197743	54.95025033	109.0676635
103.4338221	145.9041768	63.28489227	143.0280034
104.5613299	126.6733084	64.28333027	124.9015157
108.2919013	162.8395708	68.77478747	158.845725
115.2044594	126.7715405	75.26854039	124.7418971
129.193972	112.5917093	89.95805868	111.1074189
129.9202038	198.6345604	91.89495373	192.0961679
145.5072527	86.26819105	106.5771129	85.92328707
147.9141406	51.87178464	107.8864352	53.37698669
144.8255423	169.4982508	107.2065377	164.356217
154.0935004	112.9263301	116.0010359	110.8550459
155.9453407	102.780688	117.8202649	101.3994717
156.752905	154.827698	119.6504279	150.2051175
159.1733204	208.3249141	122.6980383	200.4945704
165.8162855	157.4893803	129.1155467	152.6101825
167.4810149	135.3181719	130.4558632	131.6106559
170.8045923	94.34559967	133.1039366	92.98261895
174.1535774	187.3686985	137.8364361	180.4187715
181.0382195	177.8490426	144.8219273	171.4323595
198.0598259	113.5254322	161.6429586	110.5627114
